id,timestamp,user_id,idade,escolaridade,id_frase,clareza,fidelidade,efetividade
34,2025-11-07 01:15:14.686+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,3,4,5,5
35,2025-11-07 01:15:33.432+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,26,5,4,4
36,2025-11-07 01:15:41.51+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,9,5,4,4
37,2025-11-07 01:15:52.896+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,38,3,5,5
38,2025-11-07 01:16:02.596+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,19,3,4,6
39,2025-11-07 01:16:11.009+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,32,3,2,4
40,2025-11-07 01:16:18.33+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,2,2,3,4
41,2025-11-07 01:16:29.611+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,16,3,4,4
42,2025-11-07 01:16:37.573+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,18,2,5,5
43,2025-11-07 01:16:43.842+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,20,3,4,4
44,2025-11-07 01:16:49.911+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,35,3,4,4
45,2025-11-07 01:16:56.772+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,10,4,5,4
46,2025-11-07 01:17:03.761+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,31,3,4,4
47,2025-11-07 01:17:10.656+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,23,3,3,5
48,2025-11-07 01:17:17.625+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,28,3,4,4
49,2025-11-07 01:17:26.276+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,7,3,4,4
50,2025-11-07 01:17:33.021+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,36,5,5,5
51,2025-11-07 01:17:39.043+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,22,5,3,3
52,2025-11-07 01:17:44.992+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,15,3,4,3
53,2025-11-07 01:17:51.172+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,14,3,3,4
54,2025-11-07 01:17:56.907+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,17,3,3,3
55,2025-11-07 01:18:07.222+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,40,2,3,2
56,2025-11-07 01:18:28.054+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,34,5,6,5
57,2025-11-07 01:18:36.003+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,27,3,3,4
58,2025-11-07 01:18:46.554+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,30,3,4,4
59,2025-11-07 01:18:51.319+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,37,3,3,3
60,2025-11-07 01:18:58.7+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,29,6,4,5
61,2025-11-07 01:19:05.35+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,8,4,4,5
62,2025-11-07 01:19:12.47+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,21,3,4,4
63,2025-11-07 01:19:18.87+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,12,3,4,4
64,2025-11-07 01:19:24.168+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,25,4,4,4
65,2025-11-07 01:19:28.753+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,39,4,4,4
66,2025-11-07 01:19:37.016+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,5,4,4,4
67,2025-11-07 01:19:44.265+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,24,3,3,3
68,2025-11-07 01:19:51.565+00,19bc89e3-077a-4930-9c89-a006c766d8cb,51,Ensino Fundamental Completo,6,4,4,4
69,2025-11-07 15:14:19.077+00,8b156cc1-af6d-42e3-8010-39eda72df036,22,Graduação Incompleta,18,5,7,5
70,2025-11-07 15:14:14.774+00,8b156cc1-af6d-42e3-8010-39eda72df036,22,Graduação Incompleta,18,5,7,5
71,2025-11-07 15:15:02.978+00,8b156cc1-af6d-42e3-8010-39eda72df036,22,Graduação Incompleta,17,7,6,7
72,2025-11-07 15:25:43.777+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,39,7,1,1
73,2025-11-07 15:37:11.55+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,29,7,6,7
74,2025-11-07 15:38:11.134+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,14,7,7,7
75,2025-11-07 15:39:33.407+00,8b156cc1-af6d-42e3-8010-39eda72df036,22,Graduação Incompleta,1,4,5,5
76,2025-11-07 15:39:36.766+00,8b156cc1-af6d-42e3-8010-39eda72df036,22,Graduação Incompleta,1,4,5,5
77,2025-11-07 15:39:36.596+00,8b156cc1-af6d-42e3-8010-39eda72df036,22,Graduação Incompleta,1,4,5,5
78,2025-11-07 15:39:36.946+00,8b156cc1-af6d-42e3-8010-39eda72df036,22,Graduação Incompleta,1,4,5,5
79,2025-11-07 15:40:40.51+00,8b156cc1-af6d-42e3-8010-39eda72df036,22,Graduação Incompleta,27,6,3,4
80,2025-11-07 15:45:50.33+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,1,7,1,1
81,2025-11-07 15:46:50.67+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,2,7,7,7
82,2025-11-07 15:47:35.905+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,15,7,7,7
83,2025-11-07 15:51:49.557+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,9,7,7,7
84,2025-11-07 15:58:37.329+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,6,7,7,7
85,2025-11-07 15:59:10.656+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,35,7,7,7
86,2025-11-07 16:03:52.521+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,3,7,7,7
87,2025-11-07 16:04:24.337+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,33,7,7,7
88,2025-11-07 16:05:59.656+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,12,7,7,7
89,2025-11-07 16:10:29.644+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,18,7,7,3
90,2025-11-07 16:12:02.598+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,4,7,7,7
91,2025-11-07 16:22:49.813+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,28,7,7,7
92,2025-11-07 16:23:53.726+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,40,7,7,7
93,2025-11-07 16:31:29.068+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,21,5,5,5
94,2025-11-07 16:44:17.097+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,38,7,7,7
95,2025-11-07 16:45:28.208+00,ce907fdd-9a8b-4ee2-b9f4-407e05624da8,23,Graduação Incompleta,19,7,7,1
96,2025-11-07 20:02:14.593+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,28,7,6,7
97,2025-11-07 20:08:18.013+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,29,7,6,7
98,2025-11-07 20:10:00.449+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,40,6,5,7
99,2025-11-07 20:11:22.62+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,34,3,6,6
100,2025-11-07 20:13:40.339+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,9,6,6,7
101,2025-11-07 20:15:35.269+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,7,4,6,6
102,2025-11-07 20:16:59.374+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,22,7,6,7
103,2025-11-07 20:18:07.599+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,33,7,6,6
104,2025-11-07 20:23:54.238+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,3,6,6,7
105,2025-11-07 20:24:41.676+00,6744b304-1c25-4b29-b160-eac9c2c5f657,22,Graduação Incompleta,36,7,6,6
106,2025-11-07 22:48:02.893+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,8,7,7,7
107,2025-11-07 22:56:04.005+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,29,5,2,7
108,2025-11-07 22:58:03.948+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,34,1,1,6
109,2025-11-07 23:02:30.635+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,6,7,7,7
110,2025-11-07 23:04:43.362+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,37,7,1,7
111,2025-11-07 23:09:47.148+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,11,7,7,7
112,2025-11-07 23:14:07.596+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,14,7,7,6
113,2025-11-07 23:19:11.474+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,12,7,7,7
114,2025-11-07 23:26:07.433+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,35,7,1,6
115,2025-11-07 23:27:51.791+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,3,7,7,7
116,2025-11-07 23:29:32.528+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,18,7,7,7
117,2025-11-07 23:31:29.06+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,24,7,7,7
118,2025-11-07 23:33:18.298+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,13,7,7,7
119,2025-11-07 23:34:29.815+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,26,7,6,7
120,2025-11-07 23:36:51.646+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,5,7,7,7
121,2025-11-07 23:39:04.49+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,33,7,2,7
122,2025-11-07 23:39:44.923+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,38,7,2,7
123,2025-11-07 23:40:27.285+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,19,7,7,7
124,2025-11-07 23:41:15.744+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,16,7,7,7
125,2025-11-07 23:43:05.026+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,4,7,7,7
126,2025-11-07 23:46:14.993+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,2,7,2,7
127,2025-11-07 23:47:19.808+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,9,7,7,7
128,2025-11-07 23:48:26.34+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,1,7,7,7
129,2025-11-07 23:49:26.559+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,25,7,7,7
130,2025-11-07 23:50:09.793+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,22,7,7,7
131,2025-11-07 23:52:38.749+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,7,7,7,7
132,2025-11-07 23:53:46.958+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,31,7,7,1
133,2025-11-07 23:55:06.453+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,32,7,7,7
134,2025-11-07 23:58:18.76+00,d70c0b42-5561-4ebe-9770-83e6967f8452,22,Graduação Incompleta,17,7,4,3
135,2025-11-10 11:18:11.217+00,9dfe25e4-9909-46f6-9874-938569543c25,20,Graduação Incompleta,33,6,1,7
136,2025-11-10 11:18:08.456+00,9dfe25e4-9909-46f6-9874-938569543c25,20,Graduação Incompleta,33,6,1,7
137,2025-11-10 11:18:13.561+00,9dfe25e4-9909-46f6-9874-938569543c25,20,Graduação Incompleta,33,6,1,7
138,2025-11-10 11:18:13.331+00,9dfe25e4-9909-46f6-9874-938569543c25,20,Graduação Incompleta,33,6,1,7
139,2025-11-10 11:24:20.949+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,28,7,7,7
140,2025-11-10 11:33:20.096+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,1,2,1,7
141,2025-11-10 11:36:12.051+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,15,1,1,1
142,2025-11-10 11:37:43.862+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,34,1,1,7
143,2025-11-10 11:38:56.785+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,29,1,1,1
144,2025-11-10 11:39:41.119+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,39,7,7,1
145,2025-11-10 11:40:51.404+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,4,7,7,1
146,2025-11-10 11:41:29.682+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,7,1,1,1
147,2025-11-10 11:42:22.387+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,37,7,7,7
148,2025-11-10 11:43:08.78+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,27,1,1,1
149,2025-11-10 11:43:25.076+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,35,1,1,1
150,2025-11-10 11:44:01.479+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,9,1,1,1
151,2025-11-10 11:44:15.384+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,21,1,1,1
152,2025-11-10 11:44:27.012+00,c860cf65-f946-4b8a-9aad-23d21b08f656,66,Ensino Fundamental Completo,32,7,7,7
153,2025-11-10 12:00:52.896+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,14,5,6,7
154,2025-11-10 12:03:25.085+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,4,5,6,6
155,2025-11-10 12:05:43.883+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,26,5,6,5
156,2025-11-10 12:06:47.456+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,21,6,6,5
157,2025-11-10 12:08:12.248+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,27,7,7,7
158,2025-11-10 12:08:59.692+00,8d45d25d-96fa-43e0-bf65-5fac5301eac4,25,Graduação Incompleta,9,7,6,5
159,2025-11-10 12:09:01.067+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,16,7,7,7
160,2025-11-10 12:09:16.7+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,39,7,7,7
161,2025-11-10 12:10:10.076+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,9,7,7,7
162,2025-11-10 12:11:34.478+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,7,7,7,7
163,2025-11-10 12:12:52.531+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,29,7,7,7
164,2025-11-10 12:14:33.625+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,17,7,5,6
165,2025-11-10 12:15:28.69+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,11,7,6,6
166,2025-11-10 12:16:10.277+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,13,7,7,7
167,2025-11-10 12:16:52.876+00,e9fff42b-e05d-4ab9-8095-d22b874597a6,21,Graduação Incompleta,34,7,7,7
168,2025-11-10 12:20:33.756+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,4,4,4,5
169,2025-11-10 12:22:55.033+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,6,4,4,5
170,2025-11-10 12:24:55.604+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,39,6,6,7
171,2025-11-10 12:27:37.738+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,10,5,5,6
172,2025-11-10 12:30:52.304+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,2,3,2,2
173,2025-11-10 12:33:26.545+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,23,5,5,5
174,2025-11-10 12:36:20.637+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,32,5,5,5
175,2025-11-10 12:37:11.576+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,8,5,5,6
176,2025-11-10 12:38:03.01+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,18,5,5,6
177,2025-11-10 12:38:47.686+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,38,4,4,6
178,2025-11-10 12:39:21.945+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,28,5,4,5
179,2025-11-10 12:40:25.231+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,9,4,4,4
180,2025-11-10 12:40:53.949+00,8972251c-3909-463b-881a-478326162976,52,Ensino Médio Completo,31,5,5,4
181,2025-11-10 12:44:58.204+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,19,5,6,5
182,2025-11-10 12:45:21.578+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,5,6,5,4
183,2025-11-10 12:45:15.928+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,5,6,5,4
184,2025-11-10 12:45:29.602+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,25,5,5,5
185,2025-11-10 12:45:35.78+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,31,4,5,3
186,2025-11-10 12:45:40.838+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,22,5,6,4
187,2025-11-10 12:45:45.765+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,35,5,5,5
188,2025-11-10 12:45:50.467+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,26,7,4,5
189,2025-11-10 12:45:55.608+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,40,3,5,5
190,2025-11-10 12:45:59.845+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,34,5,4,4
191,2025-11-10 12:46:06.44+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,12,4,6,6
192,2025-11-10 12:46:10.467+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,28,6,6,6
193,2025-11-10 12:46:14.575+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,23,5,5,5
194,2025-11-10 12:46:19.756+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,37,6,4,6
195,2025-11-10 12:46:24.271+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,4,4,6,4
196,2025-11-10 12:46:29.149+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,11,6,6,7
197,2025-11-10 12:46:33.112+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,38,6,4,5
198,2025-11-10 12:46:38.871+00,d76b3b3b-a540-418a-8924-facd18d3d292,24,Graduação Incompleta,9,5,5,5
199,2025-11-10 12:50:38.053+00,c1cfe637-d5f7-4fef-87ec-e70758b40d68,21,Graduação Incompleta,1,6,5,7
200,2025-11-10 12:52:19.91+00,c1cfe637-d5f7-4fef-87ec-e70758b40d68,21,Graduação Incompleta,13,3,3,2
201,2025-11-10 12:54:01.955+00,c1cfe637-d5f7-4fef-87ec-e70758b40d68,21,Graduação Incompleta,37,6,6,7
202,2025-11-10 12:54:39.724+00,c1cfe637-d5f7-4fef-87ec-e70758b40d68,21,Graduação Incompleta,39,7,6,7
203,2025-11-10 12:55:48.3+00,c1cfe637-d5f7-4fef-87ec-e70758b40d68,21,Graduação Incompleta,17,5,2,2
204,2025-11-10 13:23:39.792+00,15e5c3f2-278f-43bf-816f-85bd8714456f,24,Graduação Completa,12,7,5,6
205,2025-11-10 13:27:07.103+00,15e5c3f2-278f-43bf-816f-85bd8714456f,24,Graduação Completa,25,6,4,4
206,2025-11-10 13:32:28.446+00,15e5c3f2-278f-43bf-816f-85bd8714456f,24,Graduação Completa,4,5,5,5
207,2025-11-10 13:33:32.869+00,15e5c3f2-278f-43bf-816f-85bd8714456f,24,Graduação Completa,23,7,6,6
208,2025-11-10 13:34:27.542+00,15e5c3f2-278f-43bf-816f-85bd8714456f,24,Graduação Completa,40,5,5,5
209,2025-11-10 13:35:48.556+00,15e5c3f2-278f-43bf-816f-85bd8714456f,24,Graduação Completa,1,5,4,5
210,2025-11-10 13:36:51.86+00,15e5c3f2-278f-43bf-816f-85bd8714456f,24,Graduação Completa,16,6,6,6
211,2025-11-10 14:19:40.331+00,dbfc46b5-89a9-4d8b-a35e-09da8a5f0129,66,Ensino Fundamental Completo,33,7,1,1
212,2025-11-10 14:20:25.815+00,dbfc46b5-89a9-4d8b-a35e-09da8a5f0129,66,Ensino Fundamental Completo,34,1,1,1
213,2025-11-10 14:21:50.438+00,dbfc46b5-89a9-4d8b-a35e-09da8a5f0129,66,Ensino Fundamental Completo,35,7,1,1
214,2025-11-10 14:22:31.145+00,dbfc46b5-89a9-4d8b-a35e-09da8a5f0129,66,Ensino Fundamental Completo,32,7,1,7
215,2025-11-10 14:24:10.56+00,dbfc46b5-89a9-4d8b-a35e-09da8a5f0129,66,Ensino Fundamental Completo,24,7,7,1
216,2025-11-10 16:20:46.008+00,5f3b9c19-3d46-4175-a39e-e326a7d183fd,24,Graduação Completa,20,7,7,7
217,2025-11-10 16:37:22.666+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,1,7,6,7
218,2025-11-10 16:37:47.709+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,12,7,7,7
219,2025-11-10 16:50:48.746+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,18,4,5,7
220,2025-11-10 16:52:37.385+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,14,7,7,7
221,2025-11-10 16:53:14.241+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,5,5,5,3
222,2025-11-10 16:54:17.225+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,34,4,3,6
223,2025-11-10 16:54:59.777+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,16,7,7,4
224,2025-11-10 19:12:47.428+00,63fa2e13-6102-4c29-bda7-12dad367adad,24,Graduação Completa,8,5,4,7
225,2025-11-10 19:12:55.388+00,a5ce8f8c-d57d-48a3-a8a4-dbb18fa07ed6,26,Graduação Completa,11,7,7,7
